accident_count,accident_severity,rainfall_mm,visibility_km,road_condition,traffic_density,hour_of_day,is_weekend,is_high_speed,risk_score
11,2,1.0,10.53,5,3,1,1,0,64.1
12,2,21.6,11.2,1,1,20,0,0,86.6
10,3,8.4,8.02,3,4,5,1,1,83.4
17,1,14.8,5.77,4,1,10,1,0,56.0
15,1,19.5,11.98,3,2,0,0,1,82.1
12,3,17.1,10.11,2,1,14,0,0,68.4
13,2,9.5,4.93,3,2,11,0,0,69.2
10,2,7.4,8.2,3,2,23,0,0,67.6
9,1,7.1,2.59,4,2,17,1,0,43.1
12,1,15.3,10.74,1,3,4,0,0,73.0
10,2,10.2,6.95,1,1,10,1,1,67.7
15,2,28.4,6.26,3,3,23,1,0,87.3
8,1,31.2,7.87,2,2,20,0,0,72.6
12,1,2.8,8.16,2,4,18,1,0,55.6
11,2,2.2,11.58,2,2,21,0,0,74.4
12,1,14.9,10.36,2,1,0,0,1,75.3
23,3,5.4,7.37,2,1,16,0,1,92.4
10,1,0.3,11.05,5,3,7,0,0,36.2
9,2,32.9,9.6,2,3,22,0,0,90.6
9,3,3.9,6.29,2,2,15,1,0,63.5
11,2,39.7,7.5,2,2,10,0,1,80.5
10,1,19.0,7.41,5,2,18,0,0,41.2
16,2,21.6,10.02,4,4,23,0,1,94.1
11,1,3.4,6.53,4,4,10,0,0,56.9
15,1,4.0,6.44,2,4,14,0,1,71.8
13,3,11.0,15.0,4,3,7,0,0,65.9
6,2,2.8,11.76,3,4,13,0,0,50.7
14,2,5.5,4.96,2,1,0,0,1,80.4
15,1,5.8,10.28,3,3,9,0,1,61.3
20,1,2.6,8.47,4,3,6,1,1,70.5
9,1,3.4,9.57,4,4,17,0,1,46.8
10,2,23.3,8.55,4,2,11,1,1,62.6
15,2,2.7,12.76,5,1,1,0,0,66.8
12,2,0.4,9.38,2,2,17,0,1,63.1
11,2,14.9,7.75,3,3,20,0,1,85.0
14,1,55.9,12.17,1,1,6,0,0,80.7
18,1,6.0,8.93,4,2,19,0,1,61.0
9,1,1.9,8.49,2,2,11,1,0,48.8
8,1,12.7,9.26,4,2,19,0,0,34.6
16,1,35.5,7.63,3,2,13,1,1,79.5
14,3,23.0,8.04,3,1,9,0,0,67.4
19,1,14.6,5.65,1,4,8,0,0,87.3
11,3,5.7,5.0,3,3,22,0,0,84.4
15,1,11.7,4.01,4,1,14,0,0,55.9
11,3,1.4,2.43,1,3,19,1,0,94.4
16,2,17.0,4.48,3,3,23,1,1,98.0
11,3,19.4,7.3,1,1,9,1,1,83.9
14,1,50.3,8.41,3,2,18,0,1,77.3
12,2,4.5,6.91,2,2,18,0,0,60.9
8,3,0.3,0.2,2,2,11,1,1,93.5
10,1,11.8,14.3,4,3,22,0,1,68.9
9,1,18.4,12.35,3,2,11,1,0,51.0
13,1,23.4,9.78,2,1,8,0,1,64.7
17,3,3.2,15.0,3,4,19,1,1,86.1
14,2,4.6,4.09,2,1,3,1,0,75.4
12,2,10.8,15.0,2,3,0,1,0,85.2
10,1,6.0,4.14,3,1,15,0,1,50.9
13,1,29.5,8.95,2,2,0,0,0,79.8
15,2,9.6,2.9,3,2,12,0,1,74.5
10,1,24.1,8.06,3,1,2,1,0,64.7
14,2,13.0,9.54,4,2,11,1,0,55.8
5,3,22.2,7.38,5,1,22,0,1,66.0
19,1,6.1,10.86,2,2,8,0,0,69.7
14,2,26.7,8.4,3,3,3,0,1,94.4
8,1,4.8,5.91,3,1,1,1,0,51.7
15,2,11.8,5.73,2,3,21,0,0,86.3
9,1,3.6,11.24,4,1,21,0,0,46.9
7,2,9.7,5.39,4,1,8,0,0,48.0
11,1,5.7,11.66,3,3,19,0,0,54.6
11,1,4.7,12.89,3,2,23,1,1,64.8
9,2,51.2,1.33,1,2,12,0,1,98.0
9,1,2.6,12.53,3,1,13,0,1,44.7
13,2,23.2,15.0,4,3,2,0,0,82.9
10,1,62.2,9.01,3,2,17,0,1,76.4
13,2,0.3,10.4,2,1,8,0,1,56.8
14,1,18.0,12.15,3,2,14,0,0,58.7
9,2,4.4,6.9,3,3,21,0,0,69.8
14,1,0.6,8.73,3,2,23,0,0,72.2
10,1,7.7,2.74,3,1,9,1,0,63.7
13,1,41.1,8.55,3,2,16,1,1,74.6
19,2,0.2,9.99,4,1,12,1,0,57.4
9,1,13.3,10.06,4,2,0,1,1,64.6
14,3,10.4,12.26,1,3,10,0,0,79.5
11,3,31.0,4.9,5,2,4,0,0,79.9
13,1,1.3,5.87,3,2,8,1,0,43.8
11,2,17.2,15.0,4,4,6,0,1,72.0
8,1,17.1,7.4,4,2,6,0,0,38.9
24,1,16.6,8.8,3,2,1,0,1,94.2
18,2,42.8,7.73,4,2,18,0,0,81.0
9,2,26.0,4.71,2,2,19,0,1,72.7
14,2,0.6,14.49,2,2,17,0,1,67.3
13,1,9.6,5.89,3,2,9,0,1,59.4
13,1,7.6,3.49,4,4,4,1,0,73.0
14,1,5.6,6.2,4,3,15,0,0,58.8
15,2,9.0,0.2,3,3,22,1,0,98.0
9,2,7.3,5.39,3,2,4,0,1,72.6
9,2,8.5,4.13,3,2,14,0,0,60.6
5,1,58.1,10.47,5,1,21,0,0,64.1
15,1,1.4,5.31,3,2,15,0,0,55.8
14,1,38.3,11.55,4,3,3,0,0,75.9
18,1,9.8,13.59,3,2,13,0,1,64.1
8,1,14.7,11.12,3,3,23,1,1,70.0
12,2,26.6,7.14,3,1,16,1,0,65.3
11,3,6.7,8.56,5,2,16,0,1,65.7
13,2,8.4,1.9,3,2,20,0,1,93.9
9,1,7.9,7.46,5,2,15,0,0,33.1
17,1,7.0,4.56,1,3,8,0,1,77.6
15,3,39.0,10.78,3,4,1,0,1,98.0
13,1,26.5,15.0,4,1,10,1,0,57.6
14,3,1.7,10.0,4,1,14,0,1,64.4
11,1,1.7,0.2,5,1,2,1,0,75.6
19,1,8.4,6.56,1,3,23,0,0,88.5
16,3,1.6,8.49,1,2,15,1,1,89.3
11,1,14.5,8.35,3,3,20,0,1,70.0
10,2,2.3,5.08,1,2,18,1,1,68.3
5,2,11.1,8.98,5,2,21,1,0,56.6
18,1,0.1,3.03,2,3,5,0,1,80.2
15,1,5.7,4.22,3,2,13,0,0,61.1
14,2,17.0,10.58,1,2,4,1,0,87.9
8,2,9.9,3.94,3,1,4,1,0,69.2
6,1,57.4,10.15,3,2,5,0,0,60.5
7,3,31.1,2.52,1,2,17,0,0,93.3
10,1,6.7,15.0,3,2,21,0,1,61.1
12,1,0.7,4.9,3,4,17,0,1,57.3
10,1,28.0,7.11,5,4,18,0,1,64.7
10,1,36.3,9.32,2,3,1,0,1,78.7
20,1,25.8,5.74,3,2,16,0,0,70.9
10,3,2.1,8.57,5,3,0,1,1,74.9
7,1,92.6,10.3,4,2,8,1,1,75.8
12,1,4.5,11.84,5,1,12,0,0,34.4
16,1,19.3,11.17,5,2,3,1,1,69.1
11,2,35.8,7.31,3,1,4,0,0,84.2
8,3,4.0,7.41,3,2,22,0,0,76.4
8,1,35.8,15.0,2,2,17,1,0,59.2
9,1,5.6,11.8,3,4,9,0,1,50.9
8,1,56.2,4.31,4,2,3,0,1,84.2
14,1,5.0,8.4,3,4,12,0,0,61.6
12,1,46.0,6.66,4,1,12,0,0,57.0
6,1,0.8,7.46,4,1,16,1,1,26.3
9,1,18.5,3.08,2,2,7,1,1,68.2
7,2,11.4,6.35,4,3,3,1,0,67.9
12,1,9.7,15.0,3,1,22,1,0,64.7
9,3,3.8,10.32,2,1,2,1,1,79.8
11,3,18.3,0.2,4,2,10,1,0,87.9
13,2,3.2,12.87,3,2,11,0,0,61.4
11,1,12.1,12.36,4,3,8,1,0,46.3
12,1,4.4,6.56,3,2,14,0,1,49.3
14,1,46.7,10.87,3,1,12,1,1,72.4
12,2,0.4,4.56,4,3,4,0,0,76.9
12,1,3.3,6.12,3,2,4,1,0,68.1
13,3,4.2,13.99,3,3,18,1,0,67.2
10,3,8.0,6.91,2,3,10,1,0,71.1
14,1,4.0,0.52,4,4,8,1,0,86.9
11,2,10.1,7.75,1,2,2,0,0,79.0
9,1,30.9,7.69,4,2,17,0,0,56.8
11,1,18.7,12.79,3,2,12,0,0,57.1
15,1,13.0,8.06,3,3,11,0,1,71.5
12,1,1.4,6.31,5,2,8,0,1,42.2
13,3,17.8,12.18,2,2,9,0,0,76.9
9,1,2.7,8.48,3,3,12,0,0,43.7
14,1,23.2,5.0,4,1,19,1,0,55.4
16,2,4.3,12.62,4,3,19,1,1,63.5
10,2,8.1,8.77,3,3,12,0,0,59.1
11,1,6.5,8.01,3,2,21,0,0,67.9
12,3,29.4,8.71,4,2,8,0,1,79.9
11,2,2.0,3.72,4,2,23,0,1,79.1
17,1,12.5,5.89,4,4,9,0,0,59.5
11,1,2.3,8.01,3,1,18,0,0,38.9
22,1,18.3,7.22,5,2,5,0,1,73.5
14,2,35.3,13.09,3,3,6,0,1,84.5
11,2,8.6,8.87,1,4,14,0,0,71.0
13,2,10.0,11.42,3,3,21,0,1,87.1
9,1,39.3,8.04,2,2,18,1,0,62.0
11,1,11.0,12.23,2,1,13,1,1,64.6
11,1,10.0,9.59,2,2,15,0,0,56.4
14,1,13.0,8.05,1,1,13,0,1,63.3
14,2,17.5,7.95,3,3,19,0,1,79.2
9,2,1.7,4.18,1,3,1,0,0,87.7
12,1,25.8,10.03,2,3,8,0,1,72.2
15,1,8.6,7.84,1,3,2,0,0,80.7
12,1,1.1,5.99,1,2,5,0,0,56.8
15,1,23.1,12.43,2,1,4,0,0,75.3
15,1,7.1,3.0,3,2,13,1,1,69.8
8,1,1.6,6.31,5,1,14,0,0,22.8
13,1,15.1,12.11,4,3,17,0,1,63.2
8,1,31.8,9.26,4,1,16,0,1,46.7
13,1,32.8,7.81,2,3,8,0,0,74.3
17,1,47.4,9.0,2,3,18,1,0,84.9
13,2,30.3,8.72,1,2,22,0,1,98.0
12,1,0.0,1.93,4,1,8,0,1,57.3
9,3,7.2,6.6,1,2,15,0,0,71.6
10,1,25.6,14.47,3,2,5,0,0,56.5
9,1,6.8,5.36,2,3,7,0,0,52.1
17,1,13.8,6.73,2,1,2,0,0,70.8
8,1,14.0,5.83,5,3,21,1,0,56.4
14,2,6.8,7.65,4,3,4,0,0,77.1
15,1,35.2,5.67,4,1,6,0,0,54.8
14,3,10.5,9.95,3,3,22,0,0,87.0
19,3,9.4,8.79,4,3,0,1,1,98.0
10,2,90.0,11.09,3,3,21,1,1,98.0
8,2,10.2,3.8,5,1,20,1,0,62.5
9,2,2.9,6.64,2,1,3,1,1,69.3
9,1,10.8,7.1,3,1,15,1,0,43.6
15,2,25.2,9.82,3,2,13,0,1,73.6
11,1,22.5,4.83,3,3,0,1,1,86.4
9,1,23.3,11.66,4,3,3,1,1,65.7
10,1,18.5,12.75,5,4,9,0,0,49.1
17,2,4.4,4.04,3,1,10,0,0,71.6
9,3,29.7,6.04,3,1,6,1,0,64.0
5,1,33.6,5.87,3,3,3,1,0,67.9
9,2,3.2,15.0,4,2,0,1,0,63.4
11,1,2.1,6.28,3,2,0,1,0,55.0
15,1,55.7,14.71,1,2,16,1,1,89.2
10,1,30.4,2.93,3,1,9,0,0,64.2
9,1,33.6,4.04,1,2,4,0,0,86.2
15,1,32.6,5.25,4,2,6,0,0,59.8
15,2,11.7,4.62,3,2,7,0,0,74.6
16,2,15.6,6.93,3,3,1,0,1,94.5
13,1,11.8,5.16,4,1,8,0,0,48.4
16,1,0.8,4.72,1,4,3,0,0,89.6
15,2,20.5,12.63,2,2,11,1,0,69.3
14,2,10.6,12.9,3,4,10,0,1,76.5
9,1,15.6,11.8,2,1,4,1,0,63.2
10,1,10.5,10.1,3,2,11,1,1,52.3
15,3,10.2,8.37,5,2,20,0,0,79.8
13,2,2.8,6.01,4,3,3,0,1,69.8
11,1,4.9,4.19,4,2,12,1,0,47.5
14,1,2.6,9.45,5,2,21,1,0,55.8
19,2,3.3,3.31,3,4,0,0,0,92.7
12,1,54.2,4.02,2,2,17,0,0,82.3
14,3,2.5,12.61,2,1,3,0,0,79.2
9,1,4.7,15.0,4,2,3,0,0,52.0
13,2,13.4,9.57,3,2,7,0,0,62.5
8,1,14.1,12.43,2,2,19,0,0,44.3
11,1,2.5,7.02,3,2,5,0,1,45.4
16,3,23.7,2.65,3,4,3,1,1,98.0
13,1,23.1,10.45,3,3,3,0,0,75.2
21,2,4.1,10.28,4,1,10,1,0,63.8
12,1,5.1,8.29,3,1,8,1,0,45.7
8,1,41.7,7.03,5,4,13,1,0,51.5
13,1,26.2,11.85,3,3,3,0,1,82.3
10,2,17.9,4.06,4,4,12,0,1,72.9
6,1,1.3,4.9,5,2,5,1,0,34.5
14,1,8.1,3.97,5,3,12,1,0,51.3
10,1,12.3,8.34,1,3,2,0,1,83.8
17,2,3.1,3.65,2,2,22,0,0,91.3
16,2,8.9,5.26,3,2,6,1,0,62.8
10,1,13.8,5.18,3,2,0,0,1,66.5
6,1,5.9,6.96,3,2,10,0,0,42.0
6,3,22.8,2.05,5,3,1,1,0,90.0
9,1,27.5,8.35,2,3,4,0,1,79.8
9,3,5.9,12.99,3,3,23,0,0,80.5
8,3,27.4,8.54,2,3,21,1,1,93.1
9,2,1.6,14.17,4,2,13,0,0,45.8
10,1,27.3,13.34,5,2,12,0,1,50.3
9,2,2.5,11.11,3,3,15,0,1,63.6
9,2,1.3,8.3,2,2,22,0,0,70.9
14,2,15.4,8.09,4,1,14,1,1,60.3
9,1,9.6,11.06,3,2,2,0,1,63.0
8,1,35.8,6.43,3,1,5,0,0,51.9
16,1,6.8,0.47,4,3,8,0,1,83.9
6,2,5.1,9.97,5,2,2,0,1,56.1
10,2,10.4,3.48,3,2,12,0,0,63.1
15,1,9.1,4.15,3,4,12,0,0,73.7
13,1,6.3,8.0,2,3,21,0,0,72.7
8,1,17.7,7.62,3,3,6,0,0,52.9
9,2,21.4,2.35,3,2,4,0,0,95.5
6,3,28.8,8.66,3,3,7,1,0,67.3
10,1,54.1,11.86,1,3,7,0,0,81.5
5,1,4.7,3.49,2,2,21,0,0,63.5
11,1,18.9,13.09,2,4,6,0,0,66.3
13,2,7.5,1.76,3,1,18,1,0,73.1
10,2,17.0,15.0,3,4,6,0,0,64.6
17,3,9.7,6.35,3,2,22,1,1,97.7
8,1,76.2,8.58,3,2,3,0,0,81.8
15,3,19.6,0.43,3,1,9,1,0,98.0
12,1,45.7,7.75,4,2,12,0,0,69.2
10,2,27.0,8.91,3,2,3,1,0,77.0
11,1,35.0,7.66,5,4,18,1,0,63.7
11,3,25.3,5.75,3,4,9,0,1,85.6
7,2,9.2,4.21,3,4,6,0,0,62.7
20,2,4.4,12.52,1,2,4,0,1,97.6
13,2,6.9,8.12,3,4,2,0,0,85.4
12,1,0.3,14.16,4,2,21,1,0,54.7
9,1,11.1,5.89,5,3,21,0,1,63.5
11,3,10.5,6.26,5,1,21,0,1,72.9
8,1,11.2,11.26,2,2,1,0,1,68.4
8,1,54.8,1.51,3,4,10,0,1,89.8
9,1,36.4,3.15,3,4,9,1,0,75.5
16,2,2.6,12.39,3,3,22,1,1,83.0
13,1,6.9,3.31,2,3,12,0,0,69.2
11,1,8.3,0.72,4,1,6,1,1,73.7
11,1,6.7,15.0,5,3,9,1,0,38.5
13,1,24.0,2.42,3,2,3,0,0,86.1
15,3,11.1,8.74,2,1,21,1,1,91.8
14,3,12.7,8.28,2,1,19,0,0,70.3
9,2,28.8,0.2,3,1,15,0,0,80.4
9,1,24.6,6.93,3,3,19,0,0,61.9
15,3,2.1,9.79,5,1,5,1,1,68.5
15,2,18.8,9.42,3,2,8,0,1,70.8
11,1,8.6,11.61,3,2,12,0,1,55.6
6,3,5.2,6.45,3,2,6,0,1,57.4
18,2,0.8,10.85,1,3,17,0,0,77.4
10,2,10.0,5.24,5,3,13,1,0,44.3
12,2,6.6,2.36,3,2,21,0,0,93.2
15,1,4.3,2.81,5,2,4,0,0,74.3
12,1,17.8,2.15,3,2,21,0,0,81.1
15,2,22.0,12.04,4,3,12,0,0,71.4
16,1,4.2,1.94,1,2,23,0,0,93.1
10,1,0.8,9.1,3,2,7,0,1,52.2
12,2,28.3,6.94,4,3,14,0,0,66.7
4,2,0.2,7.59,4,2,18,0,1,41.1
12,1,41.5,13.45,4,3,8,0,1,68.0
16,2,14.8,6.25,2,2,5,0,1,81.1
9,2,5.8,10.45,5,3,22,1,1,74.6
14,2,4.2,8.15,5,1,13,0,0,47.1
13,1,0.1,7.39,1,2,22,1,1,75.9
8,1,4.0,15.0,5,2,9,0,1,37.6
15,1,2.2,2.23,2,3,8,0,0,76.7
15,1,14.2,13.16,3,4,16,0,1,70.8
15,1,2.7,10.63,3,2,12,0,0,52.4
14,1,11.3,6.08,5,3,16,0,0,51.1
18,1,13.4,14.52,2,3,18,1,0,66.3
5,3,5.3,0.61,3,4,12,0,1,86.9
16,1,0.5,5.91,3,3,8,0,1,56.5
15,2,0.6,3.17,3,1,0,0,1,83.7
10,2,0.4,9.65,3,3,0,1,1,71.9
18,1,20.2,3.55,2,2,4,1,0,94.9
13,3,5.7,9.73,4,1,7,0,0,57.4
10,2,23.9,7.25,5,2,17,0,1,57.5
19,1,8.5,6.08,4,4,3,0,0,73.5
15,2,9.0,9.55,4,4,21,1,0,86.2
10,1,10.8,6.93,3,3,0,1,0,62.6
14,2,18.7,3.65,3,4,14,1,0,80.7
10,1,4.8,15.0,3,3,19,0,1,57.4
11,2,1.9,6.05,1,1,3,0,0,76.4
10,1,12.2,0.2,5,2,8,1,1,65.1
19,2,5.9,4.63,2,1,21,1,1,94.1
11,1,8.8,2.93,5,1,23,1,0,56.6
5,2,15.6,11.3,1,1,19,0,0,55.8
8,2,10.2,9.29,4,2,9,0,0,45.8
11,1,14.5,9.59,2,3,23,0,1,75.8
9,2,11.8,6.52,1,3,14,1,0,68.6
14,1,20.2,6.88,4,2,2,0,0,66.8
15,3,18.4,6.52,2,4,1,0,1,98.0
17,1,11.5,7.68,4,2,21,0,0,68.6
15,2,17.0,11.34,3,3,4,0,1,87.5
14,2,31.0,9.34,2,2,23,0,1,93.5
11,1,8.5,10.0,5,2,0,0,0,54.1
10,1,8.0,10.0,3,4,10,0,1,60.5
9,1,21.7,11.54,4,2,11,1,0,48.0
8,2,13.1,9.15,3,2,2,1,1,76.5
11,1,1.1,9.44,3,2,22,0,1,58.9
7,2,33.4,12.76,3,3,15,1,0,69.0
12,2,0.5,5.34,2,4,13,0,0,65.1
12,1,20.7,4.58,3,1,11,1,1,60.9
13,2,21.3,3.26,3,3,19,1,0,85.7
8,1,45.9,8.73,3,1,15,0,1,58.8
12,1,0.8,0.59,3,2,20,0,0,80.6
10,2,13.6,9.85,3,1,7,0,0,50.5
16,1,8.4,7.56,1,3,16,1,1,74.9
11,1,6.0,12.54,3,1,16,0,0,48.4
15,3,1.4,5.31,3,2,6,0,1,71.2
13,1,12.4,7.19,1,2,14,0,0,61.8
9,3,9.8,12.49,2,1,8,1,0,67.0
13,3,1.7,13.53,1,3,3,1,1,98.0
12,1,14.2,5.28,5,1,7,0,0,38.8
8,1,20.1,8.73,4,1,9,1,1,44.7
10,2,21.9,9.18,1,2,14,1,1,79.0
11,1,35.4,9.49,1,2,22,1,1,94.8
4,1,7.9,6.95,4,3,17,0,1,46.7
14,2,45.9,13.13,3,1,13,0,0,80.7
9,1,30.1,0.44,4,1,4,0,1,86.2
9,3,5.3,6.32,5,2,8,0,0,58.4
10,1,2.6,9.79,3,2,12,0,0,42.1
16,1,8.6,9.83,2,3,18,0,0,60.9
10,1,7.7,13.41,4,3,10,0,0,46.9
15,3,12.9,12.79,5,2,11,0,1,76.5
9,2,13.1,6.86,3,2,2,0,0,72.4
12,2,20.8,13.2,3,3,1,0,0,82.7
16,1,10.7,5.14,3,3,22,1,0,78.1
11,1,1.7,11.72,3,2,21,1,0,61.9
16,1,29.3,15.0,4,3,14,0,1,72.5
12,1,5.6,12.86,5,3,4,1,0,57.6
18,2,53.3,8.42,3,2,6,0,0,87.8
12,2,1.9,6.67,4,2,3,1,0,66.3
12,1,47.6,1.89,2,3,4,0,0,98.0
8,3,1.4,9.24,2,1,15,0,0,58.1
14,1,3.9,3.54,3,3,14,0,0,67.4
11,3,0.7,4.83,2,3,15,0,0,71.1
14,1,18.3,3.24,3,3,3,0,0,85.0
10,1,28.5,6.16,2,2,5,0,0,61.5
11,1,8.5,7.89,4,1,17,0,1,54.8
16,1,39.6,9.09,4,1,2,1,0,73.8
11,2,13.4,5.6,3,3,21,0,1,86.6
7,1,14.9,12.28,2,3,23,0,1,71.3
11,1,28.0,7.17,3,3,4,0,0,75.7
14,2,5.3,4.85,5,1,1,1,1,63.7
11,2,6.6,8.91,3,4,22,0,1,90.3
8,2,35.5,15.0,1,4,15,0,1,87.1
4,1,34.7,9.34,1,2,5,0,0,59.6
13,2,56.3,6.55,3,2,14,0,0,77.5
12,2,34.8,1.89,2,3,17,0,0,93.1
20,1,2.0,7.12,4,3,5,0,0,63.4
18,1,26.0,8.94,4,4,12,0,1,77.6
13,1,7.9,6.45,2,1,23,0,1,73.5
15,1,70.3,1.34,3,2,12,0,0,98.0
14,1,9.6,4.6,2,3,0,0,1,86.3
14,1,12.1,13.82,5,3,15,0,1,54.6
8,2,11.3,13.74,3,3,3,1,0,69.2
12,2,5.8,4.45,3,4,16,0,0,66.3
11,3,1.2,10.69,3,2,17,1,0,61.3
18,2,33.9,3.29,3,3,15,0,1,97.9
16,1,24.3,13.62,3,2,0,0,1,84.7
12,3,2.3,8.98,3,2,5,1,0,67.0
13,3,22.5,11.8,3,2,10,0,0,77.5
21,1,14.7,1.14,3,3,5,0,1,98.0
14,2,7.9,10.71,2,4,16,0,1,81.0
19,3,4.4,7.97,2,2,3,0,0,98.0
15,2,29.5,11.41,3,1,13,1,0,67.7
13,3,18.1,11.66,3,3,13,0,1,82.9
14,1,11.9,8.26,3,2,19,0,0,49.8
19,1,14.1,5.6,5,4,7,1,0,63.7
13,1,1.4,11.12,1,2,21,1,1,74.4
10,2,9.6,7.76,2,1,1,1,0,68.3
11,2,3.2,4.51,2,2,4,0,1,77.1
8,3,3.5,4.32,3,1,3,1,0,67.1
6,1,16.2,2.09,3,2,9,1,0,58.6
7,1,36.3,5.96,4,1,19,1,0,48.4
14,2,7.8,12.41,2,1,23,1,0,74.5
8,2,3.5,8.71,3,1,20,1,0,52.9
23,1,15.7,5.88,4,4,2,0,1,96.9
9,1,30.7,11.22,5,2,15,0,0,48.2
18,2,20.7,4.67,5,2,9,1,1,75.7
4,2,30.5,8.38,4,3,14,0,0,50.8
13,1,11.5,7.28,5,3,3,0,0,61.0
10,1,20.9,11.12,2,2,0,0,0,67.5
13,3,2.3,1.69,2,3,21,1,1,98.0
9,2,6.4,4.6,1,3,14,0,0,65.3
11,1,7.4,1.45,4,3,9,0,0,64.1
9,1,10.7,6.96,5,2,19,0,1,41.7
6,2,39.7,12.85,2,3,21,0,0,85.6
10,1,31.1,5.98,3,2,17,0,0,54.5
6,1,2.2,5.96,4,2,15,0,0,32.3
15,2,2.8,11.49,5,3,20,1,1,73.1
12,1,6.6,12.27,3,2,8,1,0,43.9
10,2,5.2,7.65,5,4,23,1,1,74.2
12,1,14.3,10.74,3,1,18,0,1,52.2
13,2,35.0,3.69,3,2,16,0,1,78.6
15,1,49.2,13.51,3,4,9,0,0,84.6
8,1,15.9,15.0,3,1,18,0,1,47.2
10,1,27.3,10.08,1,4,7,0,0,74.4
14,3,11.2,0.2,4,4,18,1,0,98.0
14,3,3.5,5.77,4,3,4,0,0,78.9
13,1,11.2,10.45,4,2,1,0,1,71.7
10,2,12.1,6.31,3,2,14,1,0,51.1
11,2,20.3,13.09,3,3,16,0,0,65.6
11,3,3.7,10.35,3,3,9,1,1,71.4
15,1,6.9,5.17,1,2,20,1,0,75.9
14,2,6.8,8.13,3,4,20,0,0,88.5
14,1,48.1,4.42,2,3,21,0,1,98.0
16,1,8.8,7.27,1,4,1,1,1,89.3
12,3,21.1,5.78,4,1,8,0,0,60.7
11,2,20.8,12.7,1,1,1,0,0,89.7
10,1,4.6,15.0,5,2,17,1,1,39.9
16,1,12.7,2.28,3,2,11,0,0,70.9
16,2,33.7,0.31,5,3,14,0,0,98.0
15,2,9.7,7.02,1,1,20,0,1,83.1
16,1,43.5,1.93,3,4,19,1,0,98.0
10,3,3.6,8.18,3,2,5,0,0,59.3
15,1,1.2,11.0,4,2,17,0,0,50.3
16,1,33.3,13.98,3,2,12,0,0,67.6
10,3,28.2,8.81,2,2,3,0,1,91.2
13,1,73.6,7.23,4,1,11,1,0,74.1
14,1,17.1,0.2,3,1,8,1,0,81.7
11,2,41.4,8.1,1,3,1,0,1,96.2
15,2,26.3,8.29,3,1,15,0,0,64.8
14,1,27.9,10.56,3,1,0,0,1,82.6
13,3,12.6,5.17,2,3,3,0,0,95.5
9,2,7.2,6.26,3,1,14,0,1,56.1
7,1,40.9,2.09,1,2,19,0,0,83.3
16,2,8.5,0.2,3,1,0,0,0,98.0
15,1,11.6,3.57,4,2,19,0,0,60.9
10,1,8.9,1.72,3,3,14,1,1,76.8
9,2,12.5,9.35,3,1,2,1,1,69.5
13,3,9.5,5.93,1,3,12,0,1,88.1
12,1,0.7,5.85,2,4,17,0,0,62.8
10,1,32.1,4.06,2,1,12,1,0,60.4
21,1,8.8,0.2,3,4,9,1,1,98.0
17,1,13.3,14.03,3,2,19,0,1,68.1
13,1,2.2,4.0,5,1,23,1,1,56.9
5,1,0.1,6.35,1,1,6,1,0,38.8
13,2,4.2,2.18,3,2,7,0,0,68.5
18,1,18.3,11.89,3,2,0,0,0,80.4
8,1,1.6,8.57,3,2,17,0,0,39.3
10,2,35.9,4.69,4,3,11,0,1,71.2
15,2,3.6,6.43,2,3,17,0,1,69.9
10,1,3.4,14.71,1,2,23,1,0,65.3
9,1,3.0,7.71,3,3,11,1,0,46.4
14,2,0.2,7.27,3,4,19,0,0,66.0
13,1,22.2,4.23,1,1,8,0,1,67.7
14,1,31.2,0.42,2,2,1,0,1,98.0
14,2,14.3,7.36,3,2,13,0,0,62.2
10,1,3.1,9.3,3,2,3,0,1,67.1
18,1,5.0,12.4,2,2,14,1,0,68.4
7,1,9.7,0.2,3,2,16,0,0,65.6
14,1,46.3,3.5,3,3,18,0,1,93.6
7,1,4.3,5.68,3,2,5,0,1,44.5
14,3,19.7,7.99,5,2,8,0,1,68.0
9,1,8.7,7.42,1,1,16,0,0,54.8
12,1,5.3,7.51,5,2,14,0,0,46.1
20,1,9.1,9.63,3,2,4,0,0,83.1
12,3,1.1,4.39,4,2,17,0,0,60.5
12,2,24.0,11.74,3,4,22,0,0,84.1
13,1,4.2,9.73,3,2,3,0,0,63.6
9,3,19.4,6.72,4,1,20,0,0,81.6
10,1,1.1,14.4,4,2,23,1,0,49.4
11,1,46.5,14.23,2,3,1,0,1,96.6
13,1,3.2,11.73,2,3,18,0,1,63.5
10,1,32.2,0.2,3,2,4,0,1,98.0
11,1,24.9,14.32,5,1,3,0,0,53.1
14,2,51.6,11.18,3,2,4,1,0,95.5
7,1,9.7,15.0,3,2,18,0,0,39.3
7,2,19.5,12.95,4,4,12,1,0,55.9
14,1,6.9,14.31,4,2,15,0,0,51.9
12,1,3.1,11.51,3,3,11,0,0,48.6
13,1,8.8,13.39,3,2,8,1,1,58.9
11,3,2.7,15.0,5,2,23,0,1,73.7
16,1,60.3,8.87,3,3,15,0,0,82.1
7,2,1.5,1.71,4,2,13,1,1,61.6
13,1,13.3,6.77,3,4,21,1,0,78.1
6,1,14.8,9.56,3,2,0,0,1,61.9
7,1,11.6,8.3,2,1,19,0,1,48.9
12,1,16.3,3.01,2,3,22,0,1,91.0
13,1,1.9,1.48,4,1,20,0,0,71.8
14,1,12.1,5.04,3,2,3,0,0,70.1
